RESOLUCIÓN Y FECHA,ENTIDAD,INCUMPLIMIENTO,TIPO DE SANCIÓN
"R-CNV-2013-36-AF         
01/11/2013","PIONEER INVESTMENT 
  
FUNDS ADMINISTRADORA 
DE FONDOS, S.A.","▪  Diferencias en el Balance de Comprobación del mes de junio 
2013, debiendo el resultado ser cero (0). 2. Diferencias en el 
pasivo, con cuentas en contra de su origen registradas con 
saldo  deudor,  debiendo  ser  registradas  con  saldo  de 
acreedor. 3. Diferencia en la cuenta 6220101 donde solo se 
verifica el registro del crédito, debiéndose registrar además 
el registro de crédito. 3. Diferencia en el monto presentado 
como  mayo  del  Balance  de  Comprobación,  debiendo  el 
resultado ser cero (0).","Sanción Cuantitativa 
RD$100,000.00"
"R-CNV-2013-09-AF       
18/03/2013","PIONEER INVESTMENT 
FUNDS ADMINISTRADORA 
DE FONDOS, S.A.","▪  No  remisión  del  informe  anual  sobre  Métodos  y 
Procedimientos Aplicados en la Prevención y Control de 
Lavado  de  Activos  y  Financiamiento  al  Terrorismo, 
correspondiente al año 2011, debiendo ser remitido a más 
tardar el diez (10) de mayo del 2012. 
▪  No  remisión  del  Informe  de  Capacitación  Anual 
correspondiente al año 2011, debiendo ser remitido a más 
tardar el treinta (30) de marzo de 2012.","Sanción Cuantitativa 
RD$100,000.00"
"R-SIV-2013-139-AF-R      
30/12/2013","PIONEER INVESTMENT 
     
FUNDS ADMINISTRADORA 
DE FONDOS, S.A.","▪  Incumplimiento en el proceso de venta de acciones de la 
entidad, por no cumplir con lo estipulado en el artículo 38 
de las Normas para las Administradoras de Fondos Mutuos 
y Fondos Cerrados que establecen disposiciones para su 
Funcionamiento y para la Administración de sus Fondos, 
respecto  a  la  autorización  de  la  Superintendencia  al 
“Cambio de Control de la Administradora”.","Sanción Cuantitativa 
RD$50,000.00"
"R-SIV-2013-140-AE-R      
30/12/2013","PIONEER INVESTMENT 
     
FUNDS ADMINISTRADORA 
DE FONDOS, S.A.","▪  Diferencias en la Balanza de Comprobación del mes de 
mayo 2013 respecto al mes anterior;","Sanción Cualitativa 
Amonestación Escrita"
"R-SIV-2014-36-AF-S        
07/08/2014","PIONEER INVESTMENT 
   
FUNDS ADMINISTRADORA 
DE FONDOS, S.A.","▪  Remisión Tardía a la Superintendencia de Valores, dentro 
de los noventa (90) días hábiles posteriores a la fecha de 
cierre del ejercicio anual (correspondiente al 14 de mayo 
de 2014), de las siguientes informaciones requeridas por la 
Norma que establece  Disposiciones Generales sobre  la 
Información  que  deben  Remitir  Periódicamente  los 
Emisores y Participantes del Mercado de Valores”, emitida 
por el Consejo Nacional de Valores mediante la Tercera 
Resolución (R-CNV-2013-03-MV), de fecha veinticinco (25) 
del mes de enero del año dos mil trece (2013), a saber: a) 
Informe  de  Estados  Financieros  Auditados 
correspondientes  al  año  dos  mil  trece  (2013);  b) 
Composición de la Cartera de Inversiones; c) Estados de 
Adquisiciones y Ventas de Títulos Valores; d) Informe de 
Gerencia; e e) Informe del Funcionario de Control interno 
respecto al fondo. 
▪  Remisión Tardía a la Superintendencia de Valores de la 
Declaración Jurada del Presidente o Ejecutivo Principal y 
del Ejecutivo Principal de Finanzas, estableciendo que la 
persona  se  compromete  con  la  veracidad,  exactitud  y 
razonabilidad de las informaciones remitidas, conforme lo 
requiere el Articulo 212 del Reglamento de Aplicación de la 
Ley de Mercado de Valores No. 19-00, aprobado mediante 
el Decreto del Poder Ejecutivo No. 664-12 (incumplimiento 
sustituido) 3. No remisión a la Superintendencia de Valores 
de  la  Declaración  Jurada  del  Presidente  o  Ejecutivo 
Principal  y  del  Ejecutivo  Principal  de  Finanzas,","Sanción Cuantitativa 
RD$50,000.00"
"R-SIV-2016-44-AF-S        
20/07/2016","PIONEER INVESTMENT 
   
FUNDS ADMINISTRADORA 
DE FONDOS, S.A.","▪  Remisión  Inexacta  del  Portafolio  de  Inversiones  –  RF 
descrito  en  las  Plantillas  de  Remisión  de  Información 
Diaria  del  Fondo  Cerrado  de  Inversión  Inmobiliaria 
Pioneer, de fechas 11, 12, 13, 14, 15, 16, 17, 18, 19, 20 y 21 
de diciembre del año 2015,  por la no revelación de: 1) La 
adquisición de valores emitidos por el Banco Central de la 
República Dominicana por un valor nominal de RD$17, 
970,000.00, en fecha 11 de diciembre del 2015; y 2) La 
adquisición de valores emitidos por UC United Capital 
Puesto  de  Bolsa,  S.A.,  por  un  valor  nominal  de 
RD$10,000,000.00, en fecha 17 de diciembre del 2015.","Sanción Cualitativa 
Amonestación Escrita"
"R-SIV-2016-53-AF-S        
10/08/2016","PIONEER INVESTMENT 
   
FUNDS ADMINISTRADORA 
DE FONDOS, S.A.","▪  No remisión de las plantillas diarias correspondientes a los 
días veintiocho (28), veintinueve (29) y treinta (30) de marzo 
de dos mil dieciséis (2016).","Sanción Cuantitativa 
RD$50,000.00"
"R-SIV-2016-58-AF-S        
10/08/2016","PIONEER INVESTMENT 
   
FUNDS ADMINISTRADORA 
DE FONDOS, S.A.","▪  Incumplimiento de las disposiciones del Reglamento Interno 
y Prospecto de Emisión del Fondo Cerrado de Inversión 
Inmobiliaria Pioneer (SIVFIC-002), al no notificar como 
hecho  relevante  a  esta  Superintendencia  de  Valores  la 
distribución  de  dividendos  correspondientes  al  periodo 
enero-marzo  2016  del  Fondo  Cerrado  de  Inversión 
Inmobiliaria Pioneer, realizada en fecha cinco (05) de Abril 
del año dos mil dieciséis (2016).","Sanción Cualitativa 
Amonestación Escrita"
"R-SIV-2016-66-IV-S        
10/08/2016","PIONEER SOCIEDAD 
    ADMINISTRADORA DE 
FONDOS DE INVERSIÓN, 
S.A.","▪  Remisión  Tardía  del  Programa  de  Capacitación  Anual 
correspondiente al año dos mil dieciséis (2016), el cual 
debió ser enviado a más tardar el día dieciocho (18) de 
enero de dos mil dieciséis (2016).","Sanción Cualitativa 
Amonestación Escrita"
"R-SIV-2017-07-IV-S        
12/04/2017","PIONEER SOCIEDAD 
ADMINISTRADORA DE","▪  Remisión  Tardía  de  las  Plantillas  de  Remisión  de 
Información  Diaria  del  Fondo  Cerrado  de  Inversión 
Inmobiliario Pioneer (SIV—FIC-002), correspondientes a","Sanción Cuantitativa 
RD$50,000.00"
"R-CNV-2017-44-AF 
18/12/2017","PIONEER SOCIEDAD 
ADMINISTRADORA DE 
FONDOS DE INVERSIÓN, 
S.A.","▪  Presentación Inexacta de los Estados Financieros del tercer 
trimestre del año dos mil dieciséis (2016), correspondientes 
al “Fondo Cerrado de Inversión Inmobiliaria Pioneer”, al 
presentar en la Cuenta No.751320204 “Gastos Auditoría”, 
el registro de los gastos de auditoría correspondientes al 
año  dos  mil  quince  (2015),  ascendentes  a  la  suma  de 
RD$489,898.00, en incumplimiento a las disposiciones de la 
Norma Internacional de Contabilidad (NIC) 1 numeral 88, 
en el marco conceptual de las Normas Internacionales de 
Información Financiera (NIIF).  
▪  No registro en los estados financieros del tercer trimestre 
del  año  dos  mil  dieciséis  (2016),  correspondientes  al 
“Fondo Cerrado de Inversión Inmobiliaria Pioneer”, de los 
“Gastos de Auditoría” correspondientes al año dos mil 
dieciséis (2016), ascendentes a la suma de RD$496,918.64, 
aproximadamente. 
▪  No Registro en los estados financieros del tercer trimestre 
del  año  dos  mil  dieciséis  (2016),  correspondientes  al 
“Fondo Cerrado de Inversión Inmobiliaria Pioneer”, de los 
gastos de “Honorarios de Calificación de Riesgo” del año 
dos  mil  dieciséis  (2016),  ascendentes  a  la  suma  de 
RD$85,677.12 aproximadamente. 
▪  Registro  inexacto  en  los  estados  financieros  del  tercer 
trimestre del año dos mil dieciséis (2016), correspondientes 
al “Fondo Cerrado de Inversión Inmobiliaria Pioneer”, al 
presentar  dentro  del  gasto  de  “Comisión  por 
Administración”, un excedente de RD$387,592.84.","Sanciones cuantitativas y 
cualitativas 
RD$150,000.00 
Amonestaciones escritas"
"R-SIV-2018-14-AF-R 
25/05/2018","PIONEER, SOCIEDAD 
ADMINISTRADORA DE 
FONDOS DE INVERSIÓN, 
S.A.","▪  No  notificar  en  el  plazo  establecido  por  la  normativa 
vigente, a la Superintendencia del Mercado de Valores que 
el Patrimonio Neto de la sociedad correspondiente al mes 
de junio del año 2017, se encontraba por debajo del capital 
mínimo  requerido  por  el  marco  normativo  que  rige  el 
Mercado de Valores. 
 
▪  Remisión  inexacta  de  la  Declaración  Mensual  de 
Solvencia y Adecuación del Patrimonio Neto Mínimo y 
del  Índice  de  Adecuación  Patrimonial  (IAP)","Sanciones cuantitativas  
RD$350,000.00"
"R-SIMV-2019-18-AF-S 
10/06/2019","PIONEER, SOCIEDAD 
ADMINISTRADORA DE 
FONDOS DE INVERSIÓN, 
S.A.","▪  Incumplimiento de la obligación de remisión exacta de 
información financiera.","Sanción cuantitativa  
RD$50,000.00"
"R-SIV-2007-11-AE-S 
9/06/2007","PRICEWATERHOUSECOOP
ERS REPUBLICA 
DOMINICANA, S.R.L.",▪  No remisión de información y documentos.,"Sanción cuantitativa  
RD$50,000.00"
"R-SIV-2015-05-IV-S        
13/03/2015","PRIMMA VALORES, S.A., 
PUESTO DE BOLSA","▪  Remisión  inexacta  de  las  informaciones  financieras 
correspondientes al mes de julio del año 2014 en las cuales 
se detectaron las siguientes incongruencias y diferencias: 
 
Estados Financieros Julio 2014: 
 
1. Diferencia entre el Total de la Cantidad de Valores 
Nominal del Estado de Cartera de Custodia remitido de 
manera física por el puesto de bolsa y el total de la 
cuenta  7.1.1.00.00.00.00.00.0 Encargos de  Confianza 
por Contratos de Mandato para Apertura y Manejo de 
Servicio  de  Custodia  de  Valores  ante  Depositarios 
Autorizados del Balance de comprobación. 
2. Diferencia entre el Total Valor del Mercado del Punto 9. 
Inversiones en Otras Obligaciones del Estado de Cartera 
de Inversión, remitida d manera física por el puesto de","Sanción Cualitativa 
Amonestación Escrita"
"R-SIV-2016-67-IV-S        
10/08/2016","PRIMMA VALORES, S.A., 
PUESTO DE BOLSA","▪  Reporte Incorrecto en fecha 23/10/2015 de la operación No. 
179741, reportada como Compra a Contado (Spot-Simple) 
y Venta Forward, debiendo ser reportada como operación 
de  Compra  a  Contado  (Spot-Estructurado)  y  Venta 
Forward.","Sanción Cualitativa 
Amonestación Escrita"
"R-SIV-2016-74-IV-R        
21/09/2016","PRIMMA VALORES, S.A., 
PUESTO DE BOLSA","▪  No  realización  del  Informe  del  Perfil  del  Inversionista 
correspondiente al cliente del puesto de bolsa conforme se 
pudo verificar en la Inspección Especial realizada al puesto 
de bolsa en fecha veintitrés (23) de marzo del año dos mil 
quince (2015).","Sanción Cualitativa y 
Cuantitativa 
Amonestación escrita  
RD$50,000.00"
"R-SIV-2017-48-IV-R 
26/10/2017","PRIMMA VALORES, S.A., 
PUESTO DE BOLSA","▪  Incumplimiento con la normativa del Mercado de Valores 
por  no  reportar  a  través  del  Sistema  Electrónico  de 
Remisión de Información (SERI) tres (3) transacciones que 
fueron  identificadas  en  la  cuenta  contingente  Spot  de 
Primma.  
▪  Incumplimiento con la normativa del Mercado de Valores 
por  no  reportar  a  través  del  Sistema  Electrónico  de 
Remisión de Información (SERI) trece (13) operaciones 
Forward.  
▪  Incumplimiento con la normativa del Mercado de Valores 
por Registro incorrecto de siete (7) operaciones, las cuales 
aparecen registradas por Primma en la cuenta contingente 
para  operaciones  Forward,  sin  embargo,  figuran 
liquidadas como Spot ante el Depósito Centralizado de 
Valores, S.A. (CEVALDOM). 
▪  Incumplimiento de la normativa del Mercado de Valores 
por Registro incorrecto de veintiocho (28) operaciones, las 
cuales  se  observaron  en  el  registro  del  Depósito 
Centralizado  de  Valores,  S.A.  (CEVALDOM)  con 
características  similares  en  cuanto  al  valor  nominal, 
contraparte y fecha, pero con precio y monto de liquidación 
diferente al auxiliar entregado.  
▪  Incumplimiento con la normativa del Mercado de Valores 
por Registro incorrecto de catorce (14) operaciones, las 
cuales aparecen registradas ante el Depósito Centralizado","Sanciones Cuantitativas y 
Cualitativas 
RD$250,000.00 
Amonestaciones escritas"
"R-SIMV-2020-27-PFI-S 
19/11/2020","RAFAEL DAVID ABREU 
FERNÁNDEZ","▪  Realizar actos fraudulentos en perjuicio de los clientes y la
integridad del mercado de valores.","Sanciones Cualitativas 
Revocación de la autorización 
  para operar en el mercado de 
valores y exclusión del 
Registro del Mercado de 
Valores"
"R-SIV-2018-24-AE-S 
11/07/2018","SALAS, PIANTINI & 
ASOCIADOS, S.R.L.","▪  Remisión  tardía  a  la  Superintendencia  de  Valores  del
Informe sobre el Proceso de redención anticipada de las
Emisiones VI, VII y VIII del Programa de Emisiones de Bonos
Corporativos de Motor Crédito, S.A. Banco de Ahorro y
Crédito inscrito en el Registro del Mercado de Valores bajo
el registro No. SIVEM-075, ejecutada en fecha primero (1) de
diciembre de dos mil diecisiete (2017).","Sanción Cualitativa 
 
Amonestación Escrita"
"R-SIV-2013-138-AE-R      
23/12/2013","SOTERO PERALTA & 
ASOCIADOS, S.R.L.","▪  No remisión de los siguientes documentos: 1. Lista de socios 
con sus respectivas participaciones en montos, porcentajes 
y votos, certificada, sellada y registrada en el Registro 
Mercantil  a  cargo  de  la  Cámara  de  Comercio 
correspondiente; 2. Acta de Asamblea de socios del año 
2013, que conoce los estados financieros auditados 2012, 
certificada, sellada y registrada en el Registro Mercantil a 
cargo  de  la  Cámara  de  Comercio  correspondiente;  3. 
Constancia de la Dirección General de Impuestos Internos 
certificando el pago de la liquidación de impuestos sobre la 
renta del último período fiscal.","Sanción Cualitativa 
Amonestación Escrita"
"R-SIV-2013-77-CT-R 
29/07/2013","TITULARIZADORA 
DOMINICANA, S. A.","▪  No  Remisión  del  Programa  de  Capacitación  Anual 
correspondiente al año 2013.","Sanción Cualitativa 
Amonestación Escrita"
"R-CNV-2013-15-CT        
23/05/2013","TITULARIZADORA 
DOMINICANA, S. A.","▪  No  remisión  del  Informe  Anual  de  Auditoria  Externa, 
correspondiente al año 2011. 2. No remisión del informe","Sanción Cuantitativa 
RD$150,000.00"
"R-CNV-2013-35-CT        
01/11/2013","TITULARIZADORA 
DOMINICANA, S. A.","▪  No  remisión  del  Informe  de  Capacitación  Anual 
correspondiente al año 2012.","Sanción Cuantitativa 
RD$50,000.00"
"R-CNV-2014-50-IV-S       
17/10/2014","TIVALSA, S.A.","▪  Remisión  Tardía  de  los  balances  de  comprobación 
correspondientes a los meses de marzo y abril 2014, a través 
del Sistema Electrónico de Remisión de Información (SERI), 
los cuales debieron ser enviados dentro de los diez (10) días 
hábiles  siguientes  al  término  de  los  meses  a  los  que 
correspondía la información.","Sanción Cualitativa 
Amonestación Escrita"
"R-CNV-2014-57-IV-S       
05/12/2014","TIVALSA, S.A.","▪  Remisión Inexacta de información al 30 de junio de 2014 en 
cuanto a la Cartera de Inversiones en RD$: Por presentar 
una diferencia de Once Millones Doscientos mil pesos (DOP 
11,200,000.00) entre el Total Valor Nominal del Estado de 
Cartera de Inversión remitido por el Puesto de Bolsa en 
forma física y el Total Balance disponible del Estado de 
Cuentas de Valores y Operaciones Generados a través de la 
Central de Valores. 
▪  Remisión Inexacta de información al 30 de junio de 2014 en 
cuanto a la Cartera de Inversiones en US$: Por presentar 
una diferencia de Seiscientos mil dólares (US$600,000.00) 
entre el Total Valor Nominal del Estado de Cartera de 
Inversión remitido por el Puesto de Bolsa en forma física y 
el  Total  Balance  disponible  del  Estado  de  Cuentas  de 
Valores y Operaciones Generados a través de la Central de 
Valores. 
▪  Remisión Inexacta de información al 30 de junio de 2014  en 
cuanto a la Cartera en Custodia: Se observa una diferencia 
de Ciento Quince Mil Trescientos Cincuenta y Ocho pesos","Sanción Cualitativa 
Amonestación Escrita"
"R-CNV-2015-17-IV-S       
29/05/2015","TIVALSA, S.A.","▪  Remisión inexacta de los Estados Financieros Semestrales 
Enero-Junio  2014,  por:  a)  Establecer  que  TIVALSA  se 
encuentra  en  cese  temporal  de  operaciones,  cuando  al 
momento de la remisión se encontraba en operaciones; b) No 
incluir  dentro  de  las  principales  políticas  contables,  el 
reconocimiento de los ingresos, la valuación de los bienes 
realizables y la contabilización de otros gastos diferidos y el 
método de amortización utilizado (Nota 4.4.2 Principales 
Políticas  Contables);  c)  Reportar  en  cero  ($0.00)  la 
depreciación de los bienes de uso sin describir el valor en 
libros, adiciones, retiros y valor actual (Nota 4.4.9 Bienes de 
Uso);d)  No  revelar  las  partidas  y  cálculos  detallados 
provisionados  para  el  periodo  Enero-Junio  2014  (Nota 
4.4.13 Impuestos); e) Presentar de manera incompleta las 
informaciones  correspondientes  a  las  Contingencias;  así 
como  también  presentar  de  manera  incorrecta  los 
Compromisos  por  indicar  que  “no  poseen  compromisos 
asumidos ni contingencias al 31 de diciembre de 2013 y 
2012” (Nota 4.4.15 Cuentas de Orden: Contingencias y 
Compromisos);  f)  No  presentar  la  Posición  en  Moneda 
Extranjera en cumplimiento con la Nota 4.4.19 Posición en 
moneda extranjera.  
▪  Remisión incompleta del Estado de Flujo de Efectivo y el 
Estado de Cambios en el Patrimonio Neto por no estar 
debidamente firmados por el Presidente o Gerente General 
del puesto, Contador General y por el Contralor o Auditor","Sanción Cualitativa 
Amonestación Escrita"
"R-SIV-2015-26-IV-R 
15/12/2015","TIVALSA, S.A.","▪  Remisión Tardía de manera física y a través del Sistema 
Electrónico de Remisión de Información (SERI) del Reporte 
Mensual  de  la  Posición  Global  Neta  en  Divisas, 
correspondiente al mes de octubre del año 2014, obligación 
que se encuentra estipulada tanto (i) dentro del literal x) del 
artículo  25  de  la  Norma  que  Establece  Disposiciones 
Generales  sobre  la  Información  que  deben  Remitir 
Periódicamente los Emisores y Participantes del Mercado de 
Valores (R-CNV-2013-03-MV); y (ii) en la Sección 5.12 
“Reportes  Requeridos”,  Capítulo  V,  del  Manual  de 
Contabilidad y Plan de Cuentas para los Intermediarios de 
Valores;  
▪  Remisión  Inexacta  del  Reporte  Legal  Lending  Limit 
correspondiente al mes de octubre del año 2014, incluyendo 
de  manera  errónea  Títulos  correspondientes  al  Banco 
Central  y  al  Ministerio  de  Hacienda  los  cuales  están 
expresamente exentos de ser incluidos en dicho reporte, 
conforme y establece el numeral 5.7.3.2.1 del Capítulo V del 
Manual  de  Contabilidad  y  Plan  de  Cuentas  para 
Intermediarios de Valores;  
▪  Remisión Inexacta del Estado de Cartera de Inversiones, el 
cual  presentó  una  diferencia  ascendente  a  la  suma  de 
RD$2,525.00  detectada  al  comparar  las  Inversiones  en 
Otras  Obligaciones  y  el  Balance  de  la  Cuenta 
1.2.3.00.00.00.00.00.0 “Inversiones en Otras Obligaciones” 
dentro del Balance de Comprobación correspondiente al mes 
de noviembre del año 2014 
▪  Remisión Inexacta del Estado de Cartera de Custodia, el cual 
presentó  una  diferencia  ascendente  a  la  suma  de 
RD$1,243.46, detectado dentro del total de la Cantidad de 
Valor  Nominal  del  Estado  y  el  Balance  de  la  Cuenta 
7.1.1.00.00.00.00.00.0 Encargos de Confianza por Contratos 
de Mandato para Apertura y Manejo de Servicio de Custodio","Sanción Cualitativa y 
Cuantitativa 
Amonestación Escrita 
RD$50,000.00"
"R-SIV-2015-29-IV-S 
22/12/2015","TIVALSA, S.A.","▪  Remisión Tardía del Informe Anual de Auditores Externos 
sobre la Prevención y Control de Lavado de Activos y 
Financiamiento al Terrorismo correspondiente al año dos 
mil catorce (2014), remitido a esta Superintendencia en 
fecha doce (12) de junio del año dos mil quince (2015), 
debiendo ser remitido a más tardar el día quince (15) de 
mayo de dos mil quince (2015), conforme a lo establecido 
en el artículo 34 de la Norma que regula la Prevención y 
Control  de  Lavado  de  Activos  y  Financiamiento  al 
Terrorismo en el Mercado de Valores Dominicano (R-CNV-
2012-01-MV), así como el artículo 23 de la Modificación a 
la Norma que establece disposiciones generales sobre la 
información que deben remitir periódicamente los emisores 
y participantes del mercado de valores (R-CNV-2013-03-
MV). 
▪  Remisión  Tardía  del  Informe  sobre  Métodos  y 
Procedimientos  aplicados  en  la  organización  para 
prevención de legitimación de capitales, remitido a esta 
Superintendencia en fecha doce (12) de junio del año dos 
mil quince (2015), debiendo ser remitido a más tardar el día 
quince (15) de mayo de dos mil quince (2015), conforme a 
lo establecido en el Artículo 33, Párrafo II, de la Norma que 
regula la Prevención y Control de Lavado de Activos y","Sanción Cuantitativa 
RD$50,000.00"
"R-SIV-2016-41-IV-S 
20/07/2016","TIVALSA, S.A.","▪  Remisión  inexacta  de  la  información  financiera 
correspondiente al mes de diciembre del año 2014 en la 
cual  se  detectaron  las  siguientes  incongruencias  y 
diferencias: 
 
Estado de Cartera de Custodia 
 
Remisión Inexacta del Estado de Cartera de Custodia, el 
cual presentó una diferencia ascendente a la suma de 
RD$719,980.90,  detectado  dentro  del  total  de  la 
Cantidad de Valor Nominal del Estado y el Balance de 
la Cuenta 7.1.1.00.00.00.00.00.0 Encargos de Confianza 
por Contratos de Mandato para Apertura y Manejo de 
Servicio  de  Custodio  de  Valores  ante  Depositarios 
Autorizados  del  Balance  de  Comprobación 
correspondiente al mes de diciembre del año 2014. 
 
Estado de Cartera de Inversiones 
 
Remisión Inexacta del Estado de Cartera de Inversiones, 
el cual presentó una diferencia ascendente a la suma de 
RD$83,400,000.00 detectada al comparar los Títulos 
Valores de Deuda en DOP con el balance disponible 
registrado en CEVALDOM al 31 de diciembre del año 
2014. Dicha diferencia se debe a que el Puesto de Bolsa 
reportó Títulos Valores de Deuda como disponibles que 
en CEVALDOM se reflejan como restringidos.  
 
Activos y Operaciones Contingentes Ponderados:","Sanción Cualitativa y 
Cuantitativa 
Amonestación Escrita 
RD$50,000.00"
"R-SIV-2016-46-IV-S 
20/07/2016","TIVALSA, S.A.","▪  Remisión Tardía de (i) Certificación General de Impuestos 
Internos que certifica el pago de la liquidación de impuesto 
del  último  periodo  fiscal;  y  (ii)  Carta  de  Gerencia, 
correspondientes al año 2014, conforme estipula el artículo 
23 de la Norma R-CNV-2013-03-MV de fecha 25 de enero 
del 2013, que establece disposiciones generales sobre la 
Información que deben remitir periódicamente los emisores 
y participantes del Mercado de Valores, los cuales debieron 
ser remitidos a más tardar el día quince (15) de mayo del año 
dos mil quince (2015). 
▪  Remisión  Tardía  e  Incompleta  del  Informe  Anual  de 
Gobierno Corporativo por (i) ser remitido en fecha 3 de junio 
del año 2015, debiendo ser remitido en fecha 15 de mayo del 
año  2015;  y  (ii)  no  cumplir  con  los  requerimientos  de 
contenido mínimo exigidos dentro del artículo 6, numeral 9) 
de la Norma R-CNV-2013-45-MV de fecha 27 de diciembre 
del  año  2013,  que  establece  disposiciones  para  la 
elaboración del Informe Anual de Gobierno Corporativo, 
por no contemplar la siguiente información. 
▪  Remisión  Tardía  del  Acta  de  Asamblea  de  Accionistas 
debidamente  certificada  por  la  Cámara  de  Comercio  y 
Producción correspondientes, mediante la cual se contemple 
la  aprobación  de  los  Estados  Financieros  Auditados, 
debiendo haber sido remitida dentro de los ocho (08) días 
calendario de aprobada. 
▪  Remisión  Inexacta  de  los  Estados  Financieros  Anuales 
correspondientes al año 2014 por contener inexactitudes 
dentro de las Notas que se indican a continuación, los cuales 
fueron remitido en fecha veintidós (22) de abril del año dos 
mil quince (2015) mediante comunicación No. 39048; a 
saber: a) Remisión Inexacta detectada dentro de la Nota 4.4 
por no incluir las Notas 4.4.5 Composición de las Partidas","Sanción Cualitativa 
Amonestación Escrita"
"R-SIV-2016-49-IV-S 
03/08/2016","TIVALSA, S.A.","▪  Remisión Inexacta de la Nota 6 de Inversiones de los Estados 
Financieros correspondientes al Primer (1er) Semestre del 
año 2015 (Enero-Junio), por no totalizar correctamente los 
detalles del Portafolio de Depósitos y Títulos Valores de 
disponibilidad Restringida al treinta (30) de Junio 2015, en 
incumplimiento a las disposiciones del Artículo 4.4.6 del 
Capítulo IV de Estados Financieros y Otros Reportes del 
Manual  de  Contabilidad  y  Plan  de  Cuentas  para 
Intermediario de Valores. 
▪  Remisión Inexacta de la Nota 9 de Bienes de Uso de los 
Estados  Financieros  correspondientes  al  Primer  (1er) 
Semestre del año 2015 (Enero-Junio), por no contener (i) 
Los  Saldos  de  Propiedades  y  Equipos,  clasificados  por 
naturaleza y vida útil inicial y restante; y (ii) El Monto de la 
depreciación  acumulada  y  monto  llevado  a  gastos  de 
depreciación  en  el  semestre,  en  incumplimiento  a  las 
disposiciones del Artículo 4.4.9 del Capítulo IV de Estados 
Financieros y Otros Reportes del Manual de Contabilidad y 
Plan de Cuentas para Intermediario de Valores. 
▪  Remisión Inexacta de la Nota 11 de Pasivos Financieros de 
los Estados Financieros correspondientes al Primer (1er) 
Semestre del año 2015 (Enero-Junio), por no revelar las tasas 
de  intereses  pasivas  por  tipo  de  instrumento,  en 
incumplimiento a las disposiciones del Artículo 4.4.11 del 
Capítulo IV de Estados Financieros y Otros Reportes del 
Manual  de  Contabilidad  y  Plan  de  Cuentas  para 
Intermediario de Valores.","Sanción Cualitativa 
Amonestación Escrita"
"R-SIV-2016-65-IV-S 
10/08/2016","TIVALSA, S.A.","▪  Remisión  inexacta  de  la  información  financiera 
correspondiente al mes de julio de dos mil quince (2015), 
suministrada  mediante  comunicación  No.  41340  de 
fecha doce (12) de agosto de dos mil quince (2015), por 
presentar  diferencias  al  comparar  los  cálculos 
realizados  por  la  entidad  y  los  efectuados  por  los 
técnicos  de  la  Dirección  de  Participantes  en  la 
verificación  de  la  información  financiera 
proporcionada, a saber: 
-  Una  diferencia  de  TRES  MILLONES 
DOSCIENTOS  NOVENTA  Y  NUEVE  MIL 
NOVECIENTOS NOVENTA Y OCHO PESOS CON 
OCHENTA CENTAVOS (RD$3,299,998.80) en el 
cálculo de las Partidas de Ajustes Extracontables.  
-  Una diferencia de NEGATIVO TRES PORCIENTO 
(-3%) en el cálculo del Índice de Endeudamiento 
Emisión de Valores de Oferta Pública.   
▪  Remisión tardía del reporte de la Posición Global Neta en 
Divisas correspondiente al mes de julio de dos mil quince 
(2015), por ser remitido en fecha veinte (20) de noviembre 
de dos mil quince (2015), mediante comunicación No. 43373, 
cuando debía ser remitido a más tardar el día catorce (14) 
de agosto de dos mil quince (2015), conforme lo establecido 
en el numeral x, del artículo 25 de la Norma que Establece 
Disposiciones Generales sobre la Información que deben 
Remitir Periódicamente los Emisores y Participantes del","Sanción Cuantitativa 
RD$50,000.00"
